Vnum	LocaleName
11285	درع التنين الأسطوري+5
11286	درع التنين الأسطوري+6
11287	درع التنين الأسطوري+7
11288	درع التنين الأسطوري+8
11289	درع التنين الأسطوري+9
11290	درع فولاذي أسود+0
11291	درع فولاذي أسود+1
11292	درع فولاذي أسود+2
11293	درع فولاذي أسود+3
11294	درع فولاذي أسود+4
11295	درع فولاذي أسود+5
11296	درع فولاذي أسود+6
11297	درع فولاذي أسود+7
11298	درع فولاذي أسود+8
11299	درع فولاذي أسود+9
11300	Malleability [NEEDS TRANSLATION]
11301	Malleability [NEEDS TRANSLATION]
11302	Good Endurance [NEEDS TRANSLATION]
11303	Weak Armour [NEEDS TRANSLATION]
11304	Enemy Wall [NEEDS TRANSLATION]
11305	Intelligence [NEEDS TRANSLATION]
11306	Soldiers [NEEDS TRANSLATION]
11307	Superior Shoes [NEEDS TRANSLATION]
11308	Endurance of Enemy [NEEDS TRANSLATION]
11309	Other Enemy Endurance [NEEDS TRANSLATION]
11400	بدلة زرقاء+0
11401	بدلة زرقاء+1
11402	بدلة زرقاء+2
11403	بدلة زرقاء+3
11404	بدلة زرقاء+4
11405	بدلة زرقاء+5
11406	بدلة زرقاء+6
11407	بدلة زرقاء+7
11408	بدلة زرقاء+8
11409	بدلة زرقاء+9
11410	طقم عاجي+0
11411	طقم عاجي+1
11412	طقم عاجي+2
11413	طقم عاجي+3
11414	طقم عاجي+4
11415	طقم عاجي+5
11416	طقم عاجي+6
11417	طقم عاجي+7
11418	طقم عاجي+8
11419	طقم عاجي+9
11420	طقم قرمزي+0
11421	طقم قرمزي+1
11422	طقم قرمزي+2
11423	طقم قرمزي+3
11424	طقم قرمزي+4
11425	طقم قرمزي+5
11426	طقم قرمزي+6
11427	طقم قرمزي+7
11428	طقم قرمزي+8
11429	طقم قرمزي+9
11430	طقم النمل الأحمر+0
11431	طقم النمل الأحمر+1
11432	طقم النمل الأحمر+2
11433	طقم النمل الأحمر+3
11434	طقم النمل الأحمر+4
11435	طقم النمل الأحمر+5
11436	طقم النمل الأحمر+6
11437	طقم النمل الأحمر+7
11438	طقم النمل الأحمر+8
11439	طقم النمل الأحمر+9
11440	طقم نملي أسدي+0
11441	طقم نملي أسدي+1
11442	طقم نملي أسدي+2
11443	طقم نملي أسدي+3
11444	طقم نملي أسدي+4
11445	طقم نملي أسدي+5
11446	طقم نملي أسدي+6
11447	طقم نملي أسدي+7
11448	طقم نملي أسدي+8
11449	طقم نملي أسدي+9
11450	طقم نينجا+0
11451	طقم نينجا+1
11452	طقم نينجا+2
11453	طقم نينجا+3
11454	طقم نينجا+4
11455	طقم نينجا+5
11456	طقم نينجا+6
11457	طقم نينجا+7
11458	طقم نينجا+8
11459	طقم نينجا+9
11460	بدلة تنين شاب+0
11461	بدلة تنين شاب+1
11462	بدلة تنين شاب+2
11463	بدلة تنين شاب+3
11464	بدلة تنين شاب+4
11465	بدلة تنين شاب+5
11466	بدلة تنين شاب+6
11467	بدلة تنين شاب+7
11468	بدلة تنين شاب+8
11469	بدلة تنين شاب+9
11470	طقم الريح المميت+0
11471	طقم الريح المميت+1
11472	طقم الريح المميت+2
11473	طقم الريح المميت+3
11474	طقم الريح المميت+4
11475	طقم الريح المميت+5
11476	طقم الريح المميت+6
11477	طقم الريح المميت+7
11478	طقم الريح المميت+8
11479	طقم الريح المميت+9
11480	طقم أرجواني+0
11481	طقم أرجواني+1
11482	طقم أرجواني+2
11483	طقم أرجواني+3
11484	طقم أرجواني+4
11485	طقم أرجواني+5
11486	طقم أرجواني+6
11487	طقم أرجواني+7
11488	طقم أرجواني+8
11489	طقم أرجواني+9
11490	طقم الريح الأسود+0
11491	طقم الريح الأسود+1
11492	طقم الريح الأسود+2
11493	طقم الريح الأسود+3
11494	طقم الريح الأسود+4
11495	طقم الريح الأسود+5
11496	طقم الريح الأسود+6
11497	طقم الريح الأسود+7
11498	طقم الريح الأسود+8
11499	طقم الريح الأسود+9
11500	Gang-Ma [NEEDS TRANSLATION]
11501	Zung-Seon [NEEDS TRANSLATION]
11502	Chung-Zin [NEEDS TRANSLATION]
11503	Ho-Young [NEEDS TRANSLATION]
11504	Young-Seon [NEEDS TRANSLATION]
11505	Su-Sin [NEEDS TRANSLATION]
11506	O-Gyo [NEEDS TRANSLATION]
11507	Bi-Pung [NEEDS TRANSLATION]
11508	Zeok-Hyoun [NEEDS TRANSLATION]
11509	Ho-Gu [NEEDS TRANSLATION]
11600	درع الجنازة المصفح+0
11601	درع الجنازة المصفح+1
11602	درع الجنازة المصفح+2
11603	درع الجنازة المصفح+3
11604	درع الجنازة المصفح+4
11605	درع الجنازة المصفح+5
11606	درع الجنازة المصفح+6
11607	درع الجنازة المصفح+7
11608	درع الجنازة المصفح+8
11609	درع الجنازة المصفح+9
11610	درع عاصفي مصفح+0
11611	درع عاصفي مصفح+1
11612	درع عاصفي مصفح+2
11613	درع عاصفي مصفح+3
11614	درع عاصفي مصفح+4
11615	درع عاصفي مصفح+5
11616	درع عاصفي مصفح+6
11617	درع عاصفي مصفح+7
11618	درع عاصفي مصفح+8
11619	درع عاصفي مصفح+9
11620	درع النحس المصفح+0
11621	درع النحس المصفح+1
11622	درع النحس المصفح+2
11623	درع النحس المصفح+3
11624	درع النحس المصفح+4
11625	درع النحس المصفح+5
11626	درع النحس المصفح+6
11627	درع النحس المصفح+7
11628	درع النحس المصفح+8
11629	درع النحس المصفح+9
11630	درع الشبح المصفح+0
11631	درع الشبح المصفح+1
11632	درع الشبح المصفح+2
11633	درع الشبح المصفح+3
11634	درع الشبح المصفح+4
11635	درع الشبح المصفح+5
11636	درع الشبح المصفح+6
11637	درع الشبح المصفح+7
11638	درع الشبح المصفح+8
11639	درع الشبح المصفح+9
11640	درع ين و يانغ+0
11641	درع ين و يانغ+1
11642	درع ين و يانغ+2
11643	درع ين و يانغ+3
11644	درع ين و يانغ+4
11645	درع ين و يانغ+5
11646	درع ين و يانغ+6
11647	درع ين و يانغ+7
11648	درع ين و يانغ+8
11649	درع ين و يانغ+9
11650	درع خفي مصفح+0
11651	درع خفي مصفح+1
11652	درع خفي مصفح+2
11653	درع خفي مصفح+3
11654	درع خفي مصفح+4
11655	درع خفي مصفح+5
11656	درع خفي مصفح+6
11657	درع خفي مصفح+7
11658	درع خفي مصفح+8
11659	درع خفي مصفح+9
11660	درع ضبابي مصفح+0
11661	درع ضبابي مصفح+1
11662	درع ضبابي مصفح+2
11663	درع ضبابي مصفح+3
11664	درع ضبابي مصفح+4
11665	درع ضبابي مصفح+5
11666	درع ضبابي مصفح+6
11667	درع ضبابي مصفح+7
11668	درع ضبابي مصفح+8
11669	درع ضبابي مصفح+9
11670	درع قناع الشبح+0
11671	درع قناع الشبح+1
11672	درع قناع الشبح+2
11673	درع قناع الشبح+3
11674	درع قناع الشبح+4
11675	درع قناع الشبح+5
11676	درع قناع الشبح+6
11677	درع قناع الشبح+7
11678	درع قناع الشبح+8
11679	درع قناع الشبح+9
11680	درع الروح المصفح+0
11681	درع الروح المصفح+1
11682	درع الروح المصفح+2
11683	درع الروح المصفح+3
11684	درع الروح المصفح+4
11685	درع الروح المصفح+5
11686	درع الروح المصفح+6
11687	درع الروح المصفح+7
11688	درع الروح المصفح+8
11689	درع الروح المصفح+9
11690	درع الساحر المصفح+0
11691	درع الساحر المصفح+1
11692	درع الساحر المصفح+2
11693	درع الساحر المصفح+3
11694	درع الساحر المصفح+4
11695	درع الساحر المصفح+5
11696	درع الساحر المصفح+6
11697	درع الساحر المصفح+7
11698	درع الساحر المصفح+8
11699	درع الساحر المصفح+9
11700	Gang-Ryoung-Gab [NEEDS TRANSLATION]
11701	Geuk-Hon-Gab [NEEDS TRANSLATION]
11702	Ha-An-Gab [NEEDS TRANSLATION]
11703	Bi-Sang-Gab [NEEDS TRANSLATION]
11704	Ya-Sang-Gab [NEEDS TRANSLATION]
11705	Noe-Un-Gab [NEEDS TRANSLATION]
11706	Zeok-Sang-Gab [NEEDS TRANSLATION]
11707	Heuk-Gui-Gab [NEEDS TRANSLATION]
11708	Ma-Sin-Gab [NEEDS TRANSLATION]
11709	Ma-Ryoung-Sin-Gab [NEEDS TRANSLATION]
11800	بدلة قرمزية اللون+0
11801	بدلة قرمزية اللون+1
11802	بدلة قرمزية اللون+2
11803	بدلة قرمزية اللون+3
11804	بدلة قرمزية اللون+4
11805	بدلة قرمزية اللون+5
11806	بدلة قرمزية اللون+6
11807	بدلة قرمزية اللون+7
11808	بدلة قرمزية اللون+8
11809	بدلة قرمزية اللون+9
11810	لباس فيروزي+0
11811	لباس فيروزي+1
11812	لباس فيروزي+2
11813	لباس فيروزي+3
11814	لباس فيروزي+4
11815	لباس فيروزي+5
11816	لباس فيروزي+6
11817	لباس فيروزي+7
11818	لباس فيروزي+8
11819	لباس فيروزي+9
11820	لباس وردي+0
11821	لباس وردي+1
11822	لباس وردي+2
11823	لباس وردي+3
11824	لباس وردي+4
11825	لباس وردي+5
11826	لباس وردي+6
11827	لباس وردي+7
11828	لباس وردي+8
11829	لباس وردي+9
11830	لباس غرامي+0
11831	لباس غرامي+1
11832	لباس غرامي+2
11833	لباس غرامي+3
11834	لباس غرامي+4
11835	لباس غرامي+5
11836	لباس غرامي+6
11837	لباس غرامي+7
11838	لباس غرامي+8
11839	لباس غرامي+9
11840	لباس سماوي+0
11841	لباس سماوي+1
11842	لباس سماوي+2
11843	لباس سماوي+3
11844	لباس سماوي+4
11845	لباس سماوي+5
11846	لباس سماوي+6
11847	لباس سماوي+7
11848	لباس سماوي+8
11849	لباس سماوي+9
11850	لباس شمسي+0
11851	لباس شمسي+1
11852	لباس شمسي+2
11853	لباس شمسي+3
11854	لباس شمسي+4
11855	لباس شمسي+5
11856	لباس شمسي+6
11857	لباس شمسي+7
11858	لباس شمسي+8
11859	لباس شمسي+9
11860	لباس أخلاقي+0
11861	لباس أخلاقي+1
11862	لباس أخلاقي+2
11863	لباس أخلاقي+3
11864	لباس أخلاقي+4
11865	لباس أخلاقي+5
11866	لباس أخلاقي+6
11867	لباس أخلاقي+7
11868	لباس أخلاقي+8
11869	لباس أخلاقي+9
11870	لباس القطة البرتقالي+0
11871	لباس القطة البرتقالي+1
11872	لباس القطة البرتقالي+2
11873	لباس القطة البرتقالي+3
11874	لباس القطة البرتقالي+4
11875	لباس القطة البرتقالي+5
11876	لباس القطة البرتقالي+6
11877	لباس القطة البرتقالي+7
11878	لباس القطة البرتقالي+8
11879	لباس القطة البرتقالي+9
11880	لباس البارونة+0
11881	لباس البارونة+1
11882	لباس البارونة+2
11883	لباس البارونة+3
11884	لباس البارونة+4
11885	لباس البارونة+5
11886	لباس البارونة+6
11887	لباس البارونة+7
11888	لباس البارونة+8
11889	لباس البارونة+9
11890	لباس أسود+0
11891	لباس أسود+1
11892	لباس أسود+2
11893	لباس أسود+3
11894	لباس أسود+4
11895	لباس أسود+5
11896	لباس أسود+6
11897	لباس أسود+7
11898	لباس أسود+8
11899	لباس أسود+9
11901	بدلة العريس
11902	بدلة العريس
11903	فستان العروس
11904	فستان العروس
11911	بدلة العريس
11912	بدلة العريس
11913	فستان العروس
11914	فستان العروس
11951	درع الراهب المصفح
11952	بدلة زرقاء
11953	درع الجنازة المصفح
11954	بدلة قرمزية اللون
11971	درع هوانغ
11972	درع هوانغ الأحمر
11973	درع زن هوانغ
11974	درع سانغ-هوان
12000	Aqua Clothing+0 [NEEDS TRANSLATION]
12001	Aqua Clothing+1 [NEEDS TRANSLATION]
12002	Aqua Clothing+2 [NEEDS TRANSLATION]
12003	Aqua Clothing+3 [NEEDS TRANSLATION]
12004	Aqua Clothing+4 [NEEDS TRANSLATION]
12005	Aqua Clothing+5 [NEEDS TRANSLATION]
12006	Aqua Clothing+6 [NEEDS TRANSLATION]
12007	Aqua Clothing+7 [NEEDS TRANSLATION]
12008	Aqua Clothing+8 [NEEDS TRANSLATION]
12009	Aqua Clothing+9 [NEEDS TRANSLATION]
12010	درع الفولاذ الأزرق +0
12011	درع الفولاذ الأزرق +1
12012	درع الفولاذ الأزرق +2
12013	درع الفولاذ الأزرق +3
12014	درع الفولاذ الأزرق +4
12015	درع الفولاذ الأزرق +5
12016	درع الفولاذ الأزرق +6
12017	درع الفولاذ الأزرق +7
12018	درع الفولاذ الأزرق +8
12019	درع الفولاذ الأزرق +9
12020	سترة تنينية زرقاء +0
12021	سترة تنينية زرقاء +1
12022	سترة تنينية زرقاء +2
12023	سترة تنينية زرقاء +3
12024	سترة تنينية زرقاء +4
12025	سترة تنينية زرقاء +5
12026	سترة تنينية زرقاء +6
12027	سترة تنينية زرقاء +7
12028	سترة تنينية زرقاء +8
12029	سترة تنينية زرقاء +9
12030	درع  الهالة المُصفح +0
12031	درع  الهالة المُصفح +1
12032	درع  الهالة المُصفح +2
12033	درع  الهالة المُصفح +3
12034	درع  الهالة المُصفح +4
12035	درع  الهالة المُصفح +5
12036	درع  الهالة المُصفح +6
12037	درع  الهالة المُصفح +7
12038	درع  الهالة المُصفح +8
12039	درع  الهالة المُصفح +9
12040	ثياب التنين +0
12041	ثياب التنين +1
12042	ثياب التنين +2
12043	ثياب التنين +3
12044	ثياب التنين +4
12045	ثياب التنين +5
12046	ثياب التنين +6
12047	ثياب التنين +7
12048	ثياب التنين +8
12049	ثياب التنين +9
12200	خوذة تقليدية+0
12201	خوذة تقليدية+1
12202	خوذة تقليدية+2
12203	خوذة تقليدية+3
12204	خوذة تقليدية+4
12205	خوذة تقليدية+5
12206	خوذة تقليدية+6
12207	خوذة تقليدية+7
12208	خوذة تقليدية+8
12209	خوذة تقليدية+9
12220	خوذة حديدية+0
12221	خوذة حديدية+1
12222	خوذة حديدية+2
12223	خوذة حديدية+3
12224	خوذة حديدية+4
12225	خوذة حديدية+5
12226	خوذة حديدية+6
12227	خوذة حديدية+7
12228	خوذة حديدية+8
12229	خوذة حديدية+9
12240	خوذة قناع الشبح+0
12241	خوذة قناع الشبح+1
12242	خوذة قناع الشبح+2
12243	خوذة قناع الشبح+3
12244	خوذة قناع الشبح+4
12245	خوذة قناع الشبح+5
12246	خوذة قناع الشبح+6
12247	خوذة قناع الشبح+7
12248	خوذة قناع الشبح+8
12249	خوذة قناع الشبح+9
12260	قناع الخوف +0
12261	قناع الخوف +1
12262	قناع الخوف +2
12263	قناع الخوف +3
12264	قناع الخوف +4
12265	قناع الخوف +5
12266	قناع الخوف +6
12267	قناع الخوف +7
12268	قناع الخوف +8
12269	قناع الخوف +9
12280	خوذة خبير الحرب +0
12281	خوذة خبير الحرب +1
12282	خوذة خبير الحرب +2
12283	خوذة خبير الحرب +3
12284	خوذة خبير الحرب +4
12285	خوذة خبير الحرب +5
12286	خوذة خبير الحرب +6
12287	خوذة خبير الحرب +7
12288	خوذة خبير الحرب +8
12289	خوذة خبير الحرب +9
12340	قبعة جلدية+0
12341	قبعة جلدية+1
12342	قبعة جلدية+2
12343	قبعة جلدية+3
12344	قبعة جلدية+4
12345	قبعة جلدية+5
12346	قبعة جلدية+6
12347	قبعة جلدية+7
12348	قبعة جلدية+8
12349	قبعة جلدية+9
12360	قبعة من سلاسل+0
12361	قبعة من سلاسل+1
12362	قبعة من سلاسل+2
12363	قبعة من سلاسل+3
12364	قبعة من سلاسل+4
12365	قبعة من سلاسل+5
12366	قبعة من سلاسل+6
12367	قبعة من سلاسل+7
12368	قبعة من سلاسل+8
12369	قبعة من سلاسل+9
12380	قبعة حديدية+0
12381	قبعة حديدية+1
12382	قبعة حديدية+2
12383	قبعة حديدية+3
12384	قبعة حديدية+4
12385	قبعة حديدية+5
12386	قبعة حديدية+6
12387	قبعة حديدية+7
12388	قبعة حديدية+8
12389	قبعة حديدية+9
12390	قبعة غول +0
12391	قبعة غول +1
12392	قبعة غول +2
12393	قبعة غول +3
12394	قبعة غول +4
12395	قبعة غول +5
12396	قبعة غول +6
12397	قبعة غول +7
12398	قبعة غول +8
12399	قبعة غول +9
12400	قبعة عنكبوتية +0
12401	قبعة عنكبوتية +1
12402	قبعة عنكبوتية +2
12403	قبعة عنكبوتية +3
12404	قبعة عنكبوتية +4
12405	قبعة عنكبوتية +5
12406	قبعة عنكبوتية +6
12407	قبعة عنكبوتية +7
12408	قبعة عنكبوتية +8
12409	قبعة عنكبوتية +9
12480	خوذة دموية+0
12481	خوذة دموية+1
12482	خوذة دموية+2
12483	خوذة دموية+3
12484	خوذة دموية+4
12485	خوذة دموية+5
12486	خوذة دموية+6
12487	خوذة دموية+7
12488	خوذة دموية+8
12489	خوذة دموية+9
12500	خوذة رثة+0
12501	خوذة رثة+1
12502	خوذة رثة+2
12503	خوذة رثة+3
12504	خوذة رثة+4
12505	خوذة رثة+5
12506	خوذة رثة+6
12507	خوذة رثة+7
12508	خوذة رثة+8
12509	خوذة رثة+9
12520	خوذة الحصن+0
12521	خوذة الحصن+1
12522	خوذة الحصن+2
12523	خوذة الحصن+3
12524	خوذة الحصن+4
12525	خوذة الحصن+5
12526	خوذة الحصن+6
12527	خوذة الحصن+7
12528	خوذة الحصن+8
12529	خوذة الحصن+9
12530	خوذة بقرون +0
12531	خوذة بقرون +1
12532	خوذة بقرون +2
12533	خوذة بقرون +3
12534	خوذة بقرون +4
12535	خوذة بقرون +5
12536	خوذة بقرون +6
12537	خوذة بقرون +7
12538	خوذة بقرون +8
12539	خوذة بقرون +9
12540	خوذة سحرية +0
12541	خوذة سحرية +1
12542	خوذة سحرية +2
12543	خوذة سحرية +3
12544	خوذة سحرية +4
12545	خوذة سحرية +5
12546	خوذة سحرية +6
12547	خوذة سحرية +7
12548	خوذة سحرية +8
12549	خوذة سحرية +9
12620	قبعة الراهب+0
12621	قبعة الراهب+1
12622	قبعة الراهب+2
12623	قبعة الراهب+3
12624	قبعة الراهب+4
12625	قبعة الراهب+5
12626	قبعة الراهب+6
12627	قبعة الراهب+7
12628	قبعة الراهب+8
12629	قبعة الراهب+9
12640	قبعة الفونيكس+0
12641	قبعة الفونيكس+1
12642	قبعة الفونيكس+2
12643	قبعة الفونيكس+3
12644	قبعة الفونيكس+4
12645	قبعة الفونيكس+5
12646	قبعة الفونيكس+6
12647	قبعة الفونيكس+7
12648	قبعة الفونيكس+8
12649	قبعة الفونيكس+9
12660	قبعة ضوء الشمس+0
12661	قبعة ضوء الشمس+1
12662	قبعة ضوء الشمس+2
12663	قبعة ضوء الشمس+3
12664	قبعة ضوء الشمس+4
12665	قبعة ضوء الشمس+5
12666	قبعة ضوء الشمس+6
12667	قبعة ضوء الشمس+7
12668	قبعة ضوء الشمس+8
12669	قبعة ضوء الشمس+9
12670	قبعة الشيخ +0
12671	قبعة الشيخ +1
12672	قبعة الشيخ +2
12673	قبعة الشيخ +3
12674	قبعة الشيخ +4
12675	قبعة الشيخ +5
12676	قبعة الشيخ +6
12677	قبعة الشيخ +7
12678	قبعة الشيخ +8
12679	قبعة الشيخ +9
12680	قبعة شظايا الروح +0
12681	قبعة شظايا الروح +1
12682	قبعة شظايا الروح +2
12683	قبعة شظايا الروح +3
12684	قبعة شظايا الروح +4
12685	قبعة شظايا الروح +5
12686	قبعة شظايا الروح +6
12687	قبعة شظايا الروح +7
12688	قبعة شظايا الروح +8
12689	قبعة شظايا الروح +9
13000	ترس المعركة+0
13001	ترس المعركة+1
13002	ترس المعركة+2
13003	ترس المعركة+3
13004	ترس المعركة+4
13005	ترس المعركة+5
13006	ترس المعركة+6
13007	ترس المعركة+7
13008	ترس المعركة+8
13009	ترس المعركة+9
13020	ترس مخمس+0
13021	ترس مخمس+1
13022	ترس مخمس+2
13023	ترس مخمس+3
13024	ترس مخمس+4
13025	ترس مخمس+5
13026	ترس مخمس+6
13027	ترس مخمس+7
13028	ترس مخمس+8
13029	ترس مخمس+9
13040	ترس أسود مستدير+0
13041	ترس أسود مستدير+1
13042	ترس أسود مستدير+2
13043	ترس أسود مستدير+3
13044	ترس أسود مستدير+4
13045	ترس أسود مستدير+5
13046	ترس أسود مستدير+6
13047	ترس أسود مستدير+7
13048	ترس أسود مستدير+8
13049	ترس أسود مستدير+9
13060	ترس الصقر+0
13061	ترس الصقر+1
13062	ترس الصقر+2
13063	ترس الصقر+3
13064	ترس الصقر+4
13065	ترس الصقر+5
13066	ترس الصقر+6
13067	ترس الصقر+7
13068	ترس الصقر+8
13069	ترس الصقر+9
13080	ترس النمر+0
13081	ترس النمر+1
13082	ترس النمر+2
13083	ترس النمر+3
13084	ترس النمر+4
13085	ترس النمر+5
13086	ترس النمر+6
13087	ترس النمر+7
13088	ترس النمر+8
13089	ترس النمر+9
13100	ترس الأسد+0
13101	ترس الأسد+1
13102	ترس الأسد+2
13103	ترس الأسد+3
13104	ترس الأسد+4
13105	ترس الأسد+5
13106	ترس الأسد+6
13107	ترس الأسد+7
13108	ترس الأسد+8
13109	ترس الأسد+9
13120	ترس حراشف التنين+0
13121	ترس حراشف التنين+1
13122	ترس حراشف التنين+2
13123	ترس حراشف التنين+3
13124	ترس حراشف التنين+4
13125	ترس حراشف التنين+5
13126	ترس حراشف التنين+6
13127	ترس حراشف التنين+7
13128	ترس حراشف التنين+8
13129	ترس حراشف التنين+9
13140	ترس العمالقة+0
13141	ترس العمالقة+1
13142	ترس العمالقة+2
13143	ترس العمالقة+3
13144	ترس العمالقة+4
13145	ترس العمالقة+5
13146	ترس العمالقة+6
13147	ترس العمالقة+7
13148	ترس العمالقة+8
13149	ترس العمالقة+9
13160	ترس الأباطرة الثلاث+0
13161	ترس الأباطرة الثلاث+1
13162	ترس الأباطرة الثلاث+2
13163	ترس الأباطرة الثلاث+3
13164	ترس الأباطرة الثلاث+4
13165	ترس الأباطرة الثلاث+5
13166	ترس الأباطرة الثلاث+6
13167	ترس الأباطرة الثلاث+7
13168	ترس الأباطرة الثلاث+8
13169	ترس الأباطرة الثلاث+9
13180	ترس ساطع+0
13181	ترس ساطع+1
13182	ترس ساطع+2
13183	ترس ساطع+3
13184	ترس ساطع+4
13185	ترس ساطع+5
13186	ترس ساطع+6
13187	ترس ساطع+7
13188	ترس ساطع+8
13189	ترس ساطع+9
13190	ترس مخمس+0
13191	ترس مخمس+1
13192	ترس مخمس+2
13193	ترس مخمس+3
13194	ترس مخمس+4
13195	ترس مخمس+5
13196	ترس مخمس+6
13197	ترس مخمس+7
13198	ترس مخمس+8
13199	ترس مخمس+9
13200	ترس أسود مستدير+0
13201	ترس أسود مستدير+1
13202	ترس أسود مستدير+2
13203	ترس أسود مستدير+3
13204	ترس أسود مستدير+4
13205	ترس أسود مستدير+5
13206	ترس أسود مستدير+6
13207	ترس أسود مستدير+7
13208	ترس أسود مستدير+8
13209	ترس أسود مستدير+9
14000	سوار خشبي+0
14001	سوار خشبي+1
14002	سوار خشبي+2
14003	سوار خشبي+3
14004	سوار خشبي+4
14005	سوار خشبي+5
14006	سوار خشبي+6
14007	سوار خشبي+7
14008	سوار خشبي+8
14009	سوار خشبي+9
14020	سوار نحاسي+0
14021	سوار نحاسي+1
14022	سوار نحاسي+2
14023	سوار نحاسي+3
14024	سوار نحاسي+4
14025	سوار نحاسي+5
14026	سوار نحاسي+6
14027	سوار نحاسي+7
14028	سوار نحاسي+8
14029	سوار نحاسي+9
14040	سوار فضي+0
14041	سوار فضي+1
14042	سوار فضي+2
14043	سوار فضي+3
14044	سوار فضي+4
14045	سوار فضي+5
14046	سوار فضي+6
14047	سوار فضي+7
14048	سوار فضي+8
14049	سوار فضي+9
14060	سوار ذهبي+0
14061	سوار ذهبي+1
14062	سوار ذهبي+2
14063	سوار ذهبي+3
14064	سوار ذهبي+4
14065	سوار ذهبي+5
14066	سوار ذهبي+6
14067	سوار ذهبي+7
14068	سوار ذهبي+8
14069	سوار ذهبي+9
14080	سوار اليشم+0
14081	سوار اليشم+1
14082	سوار اليشم+2
14083	سوار اليشم+3
14084	سوار اليشم+4
14085	سوار اليشم+5
14086	سوار اليشم+6
14087	سوار اليشم+7
14088	سوار اليشم+8
14089	سوار اليشم+9
14100	سوار خشب الأبنوس+0
14101	سوار خشب الأبنوس+1
14102	سوار خشب الأبنوس+2
14103	سوار خشب الأبنوس+3
14104	سوار خشب الأبنوس+4
14105	سوار خشب الأبنوس+5
14106	سوار خشب الأبنوس+6
14107	سوار خشب الأبنوس+7
14108	سوار خشب الأبنوس+8
14109	سوار خشب الأبنوس+9
14120	سوار لؤلؤي+0
14121	سوار لؤلؤي+1
14122	سوار لؤلؤي+2
14123	سوار لؤلؤي+3
14124	سوار لؤلؤي+4
14125	سوار لؤلؤي+5
14126	سوار لؤلؤي+6
14127	سوار لؤلؤي+7
14128	سوار لؤلؤي+8
14129	سوار لؤلؤي+9
14140	سوار من ذهب أبيض+0
14141	سوار من ذهب أبيض+1
14142	سوار من ذهب أبيض+2
14143	سوار من ذهب أبيض+3
14144	سوار من ذهب أبيض+4
14145	سوار من ذهب أبيض+5
14146	سوار من ذهب أبيض+6
14147	سوار من ذهب أبيض+7
14148	سوار من ذهب أبيض+8
14149	سوار من ذهب أبيض+9
14160	سوار بلوري+0
14161	سوار بلوري+1
14162	سوار بلوري+2
14163	سوار بلوري+3
14164	سوار بلوري+4
14165	سوار بلوري+5
14166	سوار بلوري+6
14167	سوار بلوري+7
14168	سوار بلوري+8
14169	سوار بلوري+9
14180	سوار جمشت+0
14181	سوار جمشت+1
14182	سوار جمشت+2
14183	سوار جمشت+3
14184	سوار جمشت+4
14185	سوار جمشت+5
14186	سوار جمشت+6
14187	سوار جمشت+7
14188	سوار جمشت+8
14189	سوار جمشت+9
14200	سوار دموع السماء+0
14201	سوار دموع السماء+1
14202	سوار دموع السماء+2
14203	سوار دموع السماء+3
14204	سوار دموع السماء+4
14205	سوار دموع السماء+5
14206	سوار دموع السماء+6
14207	سوار دموع السماء+7
14208	سوار دموع السماء+8
14209	سوار دموع السماء+9
14220	سوار بلور الروح+0
14221	سوار بلور الروح+1
14222	سوار بلور الروح+2
14223	سوار بلور الروح+3
14224	سوار بلور الروح+4
14225	سوار بلور الروح+5
14226	سوار بلور الروح+6
14227	سوار بلور الروح+7
14228	سوار بلور الروح+8
14229	سوار بلور الروح+9
14500	سوار الياقوت+0
14501	سوار الياقوت+1
14502	سوار الياقوت+2
14503	سوار الياقوت+3
14504	سوار الياقوت+4
14505	سوار الياقوت+5
14506	سوار الياقوت+6
14507	سوار الياقوت+7
14508	سوار الياقوت+8
14509	سوار الياقوت+9
14520	سوار العقيق+0
14521	سوار العقيق+1
14522	سوار العقيق+2
14523	سوار العقيق+3
14524	سوار العقيق+4
14525	سوار العقيق+5
14526	سوار العقيق+6
14527	سوار العقيق+7
14528	سوار العقيق+8
14529	سوار العقيق+9
14540	سوار الزمرد+0
14541	سوار الزمرد+1
14542	سوار الزمرد+2
14543	سوار الزمرد+3
14544	سوار الزمرد+4
14545	سوار الزمرد+5
14546	سوار الزمرد+6
14547	سوار الزمرد+7
14548	سوار الزمرد+8
14549	سوار الزمرد+9
14560	سوار الياقوت الأزرق+0
14561	سوار الياقوت الأزرق+1
14562	سوار الياقوت الأزرق+2
14563	سوار الياقوت الأزرق+3
14564	سوار الياقوت الأزرق+4
14565	سوار الياقوت الأزرق+5
14566	سوار الياقوت الأزرق+6
14567	سوار الياقوت الأزرق+7
14568	سوار الياقوت الأزرق+8
14569	سوار الياقوت الأزرق+9
15000	حذاء جلدي+0
15001	حذاء جلدي+1
15002	حذاء جلدي+2
15003	حذاء جلدي+3
15004	حذاء جلدي+4
15005	حذاء جلدي+5
15006	حذاء جلدي+6
15007	حذاء جلدي+7
15008	حذاء جلدي+8
15009	حذاء جلدي+9
15020	حذاء خيزراني+0
15021	حذاء خيزراني+1
15022	حذاء خيزراني+2
15023	حذاء خيزراني+3
15024	حذاء خيزراني+4
15025	حذاء خيزراني+5
15026	حذاء خيزراني+6
15027	حذاء خيزراني+7
15028	حذاء خيزراني+8
